,ec,in_degree,out_degree,eigenvector_centrality,closeness centrality,Betweenness centrality,pagerank,hits,class
40,eco:b2935,0.023230088495575223,0.024336283185840708,0.001142480875466683,0.1099572230100881,0.018578608769216628,0.004111548058899134,0.0001023841281384672,2
41,eco:b4381,0.00995575221238938,0.00995575221238938,0.031589101060693674,0.12996598153963268,0.026454364872966422,0.0013291311789914496,0.003923179298213988,2
42,eco:b3526,0.00331858407079646,0.0011061946902654867,0.011465659761076195,0.1233120598223397,0.005887454796695381,0.0011992635771671343,4.50862587112305e-07,2
43,eco:b4268,0.0,0.00331858407079646,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,0.00032122996092566084,2
44,eco:b3553,0.017699115044247787,0.0165929203539823,0.031914022454989054,0.12805939012340337,0.005790204954579297,0.0025428181707026682,0.004248837793516096,2
45,eco:b0124,0.0022123893805309734,0.004424778761061947,1.6069979776610756e-05,0.08705200647169857,4.8874055421377956e-05,0.0006700596505502545,7.380878551772863e-06,2
46,eco:b2464,0.004424778761061947,0.00331858407079646,0.0002876650977068686,0.10423142400093925,0.0014221127371515524,0.0010537500743896518,1.0828380609259067e-05,2
47,eco:b2029,0.004424778761061947,0.00331858407079646,4.773434782056305e-06,0.07784437536854888,0.00016400854435208947,0.0009354913070680734,2.3671041819076136e-06,2
48,eco:b1851,0.0022123893805309734,0.0011061946902654867,0.011461614368449884,0.12030436807679067,0.0005001589028284704,0.0004050373527509179,5.937787708773132e-09,2
49,eco:b0767,0.00331858407079646,0.0,0.0006309247144529099,0.10962583985322984,0.0,0.001440883344890073,0.0,2
50,eco:b1852,0.0022123893805309734,0.0011061946902654867,4.480562354014393e-05,0.0887807636074712,0.00010521770620850387,0.0006807999706952267,5.937787708773132e-09,2
51,eco:b1850,0.02986725663716814,0.04092920353982301,0.2091192361188951,0.1503625566329339,0.05533663663061408,0.003537147383598982,0.03546437003884752,2
52,eco:b3386,0.008849557522123894,0.007743362831858407,9.516453241052155e-05,0.09474155663636775,0.0020436090759071157,0.0019119942689163189,1.337557378707116e-05,2
53,eco:b4090,0.012168141592920354,0.014380530973451327,0.0003430699073877912,0.10147166398541552,0.0154778214247285,0.002384566484000222,4.4163136674519166e-05,2
54,eco:b3752,0.0055309734513274336,0.008849557522123894,0.0019382710836929335,0.11507057611235147,0.012285026831788866,0.0009308537781634051,0.00025681947585049793,2
55,eco:b4383,0.0055309734513274336,0.008849557522123894,0.0019382710836929335,0.11507057611235147,0.012285026831788866,0.0009308537781634051,0.00025681947585049793,2
56,eco:b2842,0.00331858407079646,0.004424778761061947,3.690254355744598e-05,0.0878901638992424,0.0006749870147688628,0.00206699838709437,8.986667199576891e-05,2
57,eco:b3091,0.004424778761061947,0.00331858407079646,0.0006343743751885936,0.10276004985194975,0.005256568566920491,0.0028312536296660287,4.5371151144222836e-07,2
58,eco:b3092,0.004424778761061947,0.004424778761061947,2.0481914807318006e-06,0.07685212022386628,0.0010075804349317418,0.002754509672347331,2.288629105517052e-07,2
59,eco:b1521,0.0022123893805309734,0.0022123893805309734,3.4881075859562827e-05,0.08793755681587719,0.0016494918609551248,0.001637571385813524,4.5314030153967357e-07,2
60,eco:b2843,0.0011061946902654867,0.0011061946902654867,2.0225180731065118e-06,0.07668948935576969,0.0,0.0006909814593797671,2.2600106519151622e-07,2
61,eco:b4323,0.00331858407079646,0.00331858407079646,2.147728696602654e-06,0.07687023290834046,0.0003497437254383128,0.0018396832949607418,2.2942836368346292e-07,2
62,eco:b4322,0.00331858407079646,0.004424778761061947,3.6909048898282445e-05,0.08796127244608644,0.0010075804349317418,0.0020124804931330276,8.986780872347462e-05,2
63,eco:b1617,0.0011061946902654867,0.0011061946902654867,1.1225181028740145e-07,0.06814885044506655,0.0,0.000836595193267631,2.2777144273686533e-09,2
64,eco:b2042,0.00663716814159292,0.00663716814159292,2.4112567840122076e-05,0.08765906369953469,0.0052844219999187035,0.0020575719329634116,2.3916898152029287e-06,2
65,eco:b2028,0.00331858407079646,0.0022123893805309734,1.4049484731340282e-06,0.07648034640127326,0.0013352737678730678,0.001127253779634901,1.418314259421637e-07,2
66,eco:b3580,0.004424778761061947,0.004424778761061947,4.1224334019743014e-05,0.08943020585168805,0.004668875445056127,0.0015199509324276697,4.831092454350725e-06,2
67,eco:b3575,0.0011061946902654867,0.0,2.259597659677217e-06,0.07792442023155759,0.0,0.0005757418196535465,0.0,2
68,eco:b4196,0.00331858407079646,0.00331858407079646,2.7227681449773855e-06,0.07994346053493559,0.001428392925394072,0.0011598055849403126,2.9383305252850116e-07,2
69,eco:b0062,0.0011061946902654867,0.0011061946902654867,1.747411398199643e-06,0.07651759030017818,0.0,0.0004603314668846689,1.9208826241924186e-07,2
70,eco:b0063,0.007743362831858407,0.008849557522123894,3.174439573123741e-05,0.08790426387771519,0.0021723027131624376,0.001956014665595215,3.90787277334407e-06,2
71,eco:b4198,0.0055309734513274336,0.0055309734513274336,7.462849366374239e-05,0.09411732355879959,0.001598084859915314,0.0013723313557839963,1.132352359308228e-05,2
72,eco:b4197,0.004424778761061947,0.004424778761061947,8.26005033535243e-06,0.08504945693175421,0.0014312861312338616,0.0013464083259490387,7.797406197375909e-07,2
73,eco:b1580,0.0022123893805309734,0.0022123893805309734,2.2995858618791104e-07,0.06820585492055385,0.0,0.0013571180344749989,2.277218663020313e-07,2
74,eco:b3904,0.00331858407079646,0.00331858407079646,0.000740995091885627,0.10024170442195593,0.006616024403550029,0.0012500519461806255,9.574242180083355e-05,2
75,eco:b3902,0.012168141592920354,0.01327433628318584,0.01343805518021182,0.11845372912281638,0.009300096628443066,0.0022283782093009455,0.001894940851586567,2
76,eco:b3564,0.004424778761061947,0.004424778761061947,8.163510332871054e-05,0.09428675168401796,0.00040446701748067965,0.0011007799549469942,1.2054119351595054e-05,2
77,eco:b3565,0.008849557522123894,0.008849557522123894,0.0001747904880280737,0.10059466816992056,0.002751189515754341,0.0021024009134356226,1.789648880667034e-05,2
78,eco:b4297,0.0011061946902654867,0.0011061946902654867,0.011596162552563412,0.11490228276520359,0.0,0.00037042274173951575,0.001586185692923559,2
79,eco:b4298,0.025442477876106193,0.022123893805309734,0.21157399960838574,0.14264990620192095,0.0015160750410617794,0.00278026754275976,0.028894184715535787,2
80,eco:b2168,0.00331858407079646,0.0022123893805309734,0.002246653125740685,0.11296108675874617,4.0834060179604524e-07,0.0007333321577122947,0.0002596265673742747,2
81,eco:b2705,0.012168141592920354,0.012168141592920354,0.000665726744216327,0.1016357514110064,0.002082733711403265,0.002483081809151506,7.135542630482821e-05,2
82,eco:b2704,0.0011061946902654867,0.0022123893805309734,3.6560728385910515e-05,0.08673964762981834,5.953095127977179e-05,0.0004443040431784807,5.517304561425769e-06,2
83,eco:b4085,0.012168141592920354,0.011061946902654867,0.0006815649439910946,0.10256453765105478,0.00100788820550537,0.002112948875689991,7.279154215593907e-05,2
84,eco:b4465,0.0022123893805309734,0.0011061946902654867,3.8572166446593625e-05,0.0867635956275074,8.800893568298678e-05,0.0006332110023017999,3.659031064937185e-06,2
85,eco:b4084,0.0011061946902654867,0.0011061946902654867,1.8830521849020286e-05,0.08659623680430749,0.0,0.0004083469700200792,1.9035955578608868e-06,2
86,eco:b1819,0.00331858407079646,0.00331858407079646,8.462101008612035e-05,0.0933069309272066,0.0008756584025201358,0.0012715649527017875,9.029514240680796e-06,2
87,eco:b1613,0.012168141592920354,0.01327433628318584,0.0006664551586170452,0.10186636737855165,0.0053359837096978975,0.002647647795770029,7.217297737829509e-05,2
88,eco:b2048,0.00331858407079646,0.00331858407079646,4.137292186309827e-05,0.08820032089891434,0.003939670126128245,0.0013669698425002284,3.976996958144826e-06,2
89,eco:b2049,0.0022123893805309734,0.0022123893805309734,2.2831671576456168e-06,0.07681685244752673,0.0026313468379737157,0.0013256359458299006,2.0369453393116873e-07,2
90,eco:b2053,0.0022123893805309734,0.0022123893805309734,1.2642914289206716e-07,0.0680064365641272,0.001318123462597634,0.001620236901547125,9.976140397881171e-09,2
91,eco:b3600,0.012168141592920354,0.00995575221238938,0.0006637153061556437,0.10160289148491168,0.000668453565140126,0.0021480823517297937,7.098452985558238e-05,2
92,eco:b2052,0.0011061946902654867,0.0011061946902654867,7.023414890177391e-09,0.060985395568180056,0.0,0.0009388429317206806,5.096812087770989e-10,2
93,eco:b0394,0.014380530973451327,0.01327433628318584,0.0007841522027396882,0.10189939797757193,0.0009457912287357544,0.0024922083452627065,8.344599586352177e-05,2
94,eco:b2803,0.0022123893805309734,0.0022123893805309734,0.0007387221870355452,0.09851339917330151,0.001318123462597634,0.0009856390038118642,9.549894549970739e-05,2
95,eco:b2802,0.0011061946902654867,0.0011061946902654867,4.048708824888112e-05,0.08443249418668239,0.0,0.0006713907268840375,4.741461859313818e-06,2
96,eco:b2245,0.00663716814159292,0.00663716814159292,0.008295326666421124,0.11386150121841734,0.001318123462597634,0.001467099966277465,0.0011957110117656606,2
97,eco:b2800,0.012168141592920354,0.01327433628318584,0.01343793706228379,0.11814200878301949,0.004189151984426975,0.0022886703046860754,0.0018949293133365378,2
98,eco:b2247,0.0011061946902654867,0.0011061946902654867,0.00045464768318398326,0.09546103990365487,0.0,0.00046024713415067885,6.72202313644356e-05,2
99,eco:b3903,0.0011061946902654867,0.0011061946902654867,4.0611682172985426e-05,0.08569886647472916,0.0,0.000606834733295682,4.753579012507408e-06,2
100,eco:b2169,0.004424778761061947,0.0055309734513274336,0.0019739059481860607,0.11382026199305752,0.004472443166359476,0.0009402265701831793,0.00026424845566929344,2
101,eco:b3599,0.0,0.0011061946902654867,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,3.6599591161074335e-06,2
102,eco:b0757,0.0022123893805309734,0.0022123893805309734,3.7426085781355396e-06,0.08041395684821694,0.00126209452807548,0.0009354127072889612,3.694035023932509e-07,2
103,eco:b2091,0.00331858407079646,0.0022123893805309734,0.0002271306223830166,0.09786911970190965,0.001318123462597634,0.001128715557837354,2.3379267057797582e-05,2
104,eco:b0344,0.0022123893805309734,0.0011061946902654867,7.086701579871206e-06,0.08027017710417161,0.0,0.0007424256222786933,5.325434935323018e-06,2
105,eco:b3077,0.004424778761061947,0.0055309734513274336,6.125135652835408e-05,0.09264674037819334,0.0007499498624573894,0.0014070514637902435,6.946399164780866e-06,2
106,eco:b0759,0.004424778761061947,0.004424778761061947,1.4250737153011956e-06,0.0764989638176319,0.0013952330370951475,0.0019214370800349038,1.4348976960444724e-07,2
107,eco:b4119,0.011061946902654867,0.00663716814159292,0.0008345562608956191,0.10545561857813149,0.010759184438102642,0.0031371739481876096,0.00011061393122906122,2
108,eco:b0758,0.00331858407079646,0.00331858407079646,2.8954771268311996e-07,0.07176472787459051,0.00025871628376475256,0.0015243203043108066,2.601797708158513e-08,2
109,eco:b0403,0.0055309734513274336,0.007743362831858407,0.00016854856685642522,0.09910367182681547,0.0008436551185034307,0.0012239836171558738,2.312252471096947e-05,2
110,eco:b4565,0.0011061946902654867,0.0011061946902654867,1.2456326870217814e-05,0.08395878796762805,0.0,0.0007321469455896547,1.4062100710068743e-06,2
111,eco:b2036,0.0022123893805309734,0.0022123893805309734,9.465787116920017e-08,0.06852545646812731,0.0,0.0010934976339454952,7.70707601935013e-09,2
112,eco:b3137,0.008849557522123894,0.008849557522123894,0.031602320402875875,0.13061419092387025,0.01320144579752276,0.0013006133924844843,0.0039246218640453644,2
113,eco:b4477,0.008849557522123894,0.008849557522123894,0.03147755995515738,0.1275914508172277,0.0026313468379737157,0.0015139722718935905,0.00391183294549758,2
114,eco:b3140,0.0011061946902654867,0.0,5.546065732802581e-26,0.0011061946902654867,0.0,0.00032377869446562936,0.0,2
115,eco:b3141,0.0,0.00331858407079646,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,2.4788995725181477e-05,2
116,eco:b3693,0.0022123893805309734,0.0022123893805309734,0.0017304372815642969,0.10499757546369255,0.001318123462597634,0.000983613929736949,0.0002263832433109991,2
117,eco:b4478,0.0011061946902654867,0.0011061946902654867,9.484177433506201e-05,0.08915113286888847,0.0,0.0006704811418359825,9.788125911135292e-06,2
118,eco:b2787,0.0022123893805309734,0.0022123893805309734,0.014331610044138503,0.11591949220318401,0.0,0.0008368997692879885,0.0017178121273056617,2
119,eco:b3126,0.0331858407079646,0.023230088495575223,0.24715133626437982,0.144154928148088,0.007621556655581152,0.0056606012253131895,0.025058311641467754,2
120,eco:b4195,0.0011061946902654867,0.0011061946902654867,8.244413125448688e-09,0.0629396642024498,0.0,0.0005498664689274464,7.352243703265494e-10,2
121,eco:b4192,0.0022123893805309734,0.00331858407079646,1.4993602871272645e-07,0.07044558246196633,0.001318123462597634,0.0010491300005925019,2.575797983880059e-07,2
122,eco:b3128,0.0022123893805309734,0.0022123893805309734,0.014331610044138503,0.11591949220318401,0.0,0.0008368997692879885,0.0017178121273056617,2
123,eco:b1095,0.004424778761061947,0.004424778761061947,3.03119017842159e-14,0.003982300884955752,1.3066899257473448e-05,0.0019979748293997984,2.0993795184380612e-37,2
124,eco:b2323,0.004424778761061947,0.004424778761061947,3.03119017842159e-14,0.003982300884955752,1.3066899257473448e-05,0.0019979748293997984,2.0993795184380612e-37,1
125,eco:b1093,0.00331858407079646,0.00331858407079646,2.5392561303341466e-14,0.004551201011378002,1.8375327080822038e-05,0.0015327718440075254,1.7582452072967438e-37,1
126,eco:b1288,0.004424778761061947,0.004424778761061947,3.161270991975251e-14,0.004685059864653826,4.0425719577808485e-05,0.0019818994289359363,2.1883006917032768e-37,1
127,eco:b0180,0.004424778761061947,0.004424778761061947,2.7197294267942635e-14,0.005309734513274336,5.471764064067006e-05,0.002037497323119619,1.881601883775271e-37,1
128,eco:b3256,0.00663716814159292,0.00663716814159292,0.023119127164273647,0.11604791113841648,1.2250218053881358e-07,0.0007836571855543257,0.003701400229697543,1
129,eco:b1805,0.0,0.0011061946902654867,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,4.2149922531961805e-05,2
130,eco:b3846,0.008849557522123894,0.008849557522123894,0.011226961611290727,0.10203173485806227,4.049713100486789e-05,0.0016028602109144639,0.0013626096981562512,2
131,eco:b2844,0.0165929203539823,0.017699115044247787,0.04947647350688158,0.12022101888402136,0.0027765147207156936,0.0022803765030515433,0.006609315359803563,2
132,eco:b3845,0.021017699115044246,0.01991150442477876,0.051671144308898034,0.12213670554326927,0.005288457046333769,0.0028408238978414537,0.006687057803426367,2
133,eco:b0221,0.007743362831858407,0.00663716814159292,0.007160971390854178,0.10150443907068211,0.0006734674043864648,0.0014753780617529192,0.0008599430632556846,2
134,eco:b2261,0.0022123893805309734,0.0022123893805309734,2.1347467420609542e-08,0.06832557102555505,0.002742007141060444,0.0019608420057020794,1.6391079574298777e-10,2
135,eco:b2260,0.0022123893805309734,0.0022123893805309734,1.1804550525080438e-09,0.0616924957083688,0.002073145235318522,0.0017772801146306362,4.13753978026067e-13,2
136,eco:b4039,0.00331858407079646,0.00663716814159292,6.634374314153411e-06,0.08710905501765884,0.007454666026388602,0.0026140133724556775,1.2893543598195916e-05,2
137,eco:b2265,0.007743362831858407,0.00331858407079646,0.00012051076753539861,0.100887288675988,0.01402078290326901,0.0059839093635896835,4.112212605995345e-10,2
138,eco:b3930,0.0022123893805309734,0.0022123893805309734,2.278209795941933e-13,0.047790925980272375,7.431798952688024e-05,0.0012467811749276862,1.0340212947748843e-15,2
139,eco:b3833,0.00331858407079646,0.004424778761061947,4.021013242775011e-13,0.047790925980272375,0.00075788015693346,0.0017447993503476253,4.1115857943141164e-13,2
140,eco:b2907,0.0022123893805309734,0.0022123893805309734,3.4714338664038713e-12,0.051677299855937435,0.0007005083023811157,0.0011272888171964825,5.23531097901135e-16,2
141,eco:b2264,0.00331858407079646,0.00331858407079646,7.021257743593095e-06,0.08706501606163372,0.004082180996155065,0.004142469210494186,6.534276801562468e-08,2
142,eco:b2263,0.0022123893805309734,0.0022123893805309734,3.868868778225509e-07,0.07655683563899156,0.003410869046802366,0.0022567251506938235,1.6494130582340518e-10,2
143,eco:b3843,0.0022123893805309734,0.0022123893805309734,2.01670240885905e-08,0.06837982996621461,0.0040972895984215186,0.0013870559550306304,3.242448964363868e-08,2
144,eco:b4040,0.00331858407079646,0.0022123893805309734,3.655396042921908e-07,0.07662496185535551,0.004766151504163441,0.0013180924810105524,8.237019433160429e-11,1
145,eco:b2232,0.00331858407079646,0.00331858407079646,6.204224500972098e-11,0.056270087165466914,0.002760790808743062,0.0017877982229071562,8.154216542832482e-11,2
146,eco:b4211,0.0011061946902654867,0.0,2.2863040382951436e-14,0.04451002099006562,0.0,0.0006219633289534626,0.0,2
147,eco:b2262,0.0022123893805309734,0.0022123893805309734,6.54996224624782e-11,0.05623333935344049,0.0014042833295765996,0.0016293698347370068,4.1116638698648683e-13,2
148,eco:b0662,0.0022123893805309734,0.0022123893805309734,3.4714338664038713e-12,0.051677299855937435,0.0007005083023811157,0.0011272888171964825,5.23531097901135e-16,2
149,eco:b3738,0.0,0.0,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,0.0,2
150,eco:b4226,0.0,0.0,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,0.0,1
151,eco:b2501,0.0,0.0,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,0.0,2
152,eco:b3957,0.0022123893805309734,0.0022123893805309734,3.5506535680115415e-07,0.06960239476993493,0.0006553866658826527,0.0006369197842622887,1.3844067517150268e-07,2
153,eco:b3172,0.0022123893805309734,0.0011061946902654867,1.9731972522846865e-08,0.06257323620973101,2.4500436107762717e-06,0.0006148923061009613,1.3808949141962994e-07,2
154,eco:b4254,0.00663716814159292,0.0,7.010515909079957e-05,0.09111390760737192,0.0,0.0019335744840860655,0.0,2
155,eco:b2290,0.02654867256637168,0.024336283185840708,0.20524524227404242,0.14303948264125255,0.008889668625371681,0.003014288461773381,0.030116465081990788,2
156,eco:b3870,0.00663716814159292,0.00995575221238938,0.0035656308925142164,0.11223490834386851,0.0004461100458199463,0.0011278891796989259,0.00048535755360722653,2
157,eco:b2874,0.0055309734513274336,0.004424778761061947,0.00018119345860559722,0.09705303995146135,0.003629749106387875,0.0011982268333507367,5.873661096692887e-06,2
158,eco:b3960,0.0011061946902654867,0.00331858407079646,5.546065732802581e-26,0.0011061946902654867,2.4500436107762717e-06,0.00032377869446562936,2.261393531437251e-09,2
159,eco:b0928,0.02654867256637168,0.028761061946902654,0.0372507736417626,0.13657442127893604,0.05069840333243318,0.0041107613033020025,0.004900815194563152,2
160,eco:b3359,0.0022123893805309734,0.0022123893805309734,1.0828033097376477e-25,0.0022123893805309734,0.0013426238987053968,0.0004667575294953851,1.924537260164043e-09,2
161,eco:b1524,0.01327433628318584,0.0165929203539823,0.006595174299441154,0.116133681952266,0.006459040912779338,0.002452678467691207,0.0008325072838406702,2
162,eco:b1761,0.0165929203539823,0.011061946902654867,0.008292123515147657,0.12091486855053168,0.001279911251087965,0.0027018162592495464,0.00071521244976025,2
163,eco:b2818,0.012168141592920354,0.0011061946902654867,0.005784789537007053,0.11639175680104884,0.003327159223434177,0.0026281108069774435,0.00016815726534960245,2
164,eco:b3959,0.0011061946902654867,0.0011061946902654867,6.578690352576779e-24,0.001966568338249754,0.0026644224267191956,0.0006354219369160026,3.075907336487503e-05,2
165,eco:b3958,0.0011061946902654867,0.0011061946902654867,1.0590344565970647e-24,0.001991150442477876,0.0019992355863934375,0.0004506853842332798,2.871449988359962e-62,2
166,eco:b2508,0.008849557522123894,0.008849557522123894,0.0009812490427006122,0.096073905032966,3.715899476344012e-06,0.0016581725242982488,0.00015275139118167412,2
167,eco:b0477,0.0165929203539823,0.01327433628318584,0.0026641130672505424,0.11026587486415151,0.0010603608309919675,0.0028648061232831546,0.0003058856849514475,2
168,eco:b4384,0.023230088495575223,0.01991150442477876,0.0015425417222011116,0.09817486515552386,0.002046942673397639,0.003835686214931389,0.00020882291695447275,2
169,eco:b0125,0.01991150442477876,0.0165929203539823,0.002765503651439687,0.11038206651311268,0.001908923623973703,0.003484306305107611,0.00031596881626042516,2
170,eco:b4374,0.04092920353982301,0.030973451327433628,0.005475457488323729,0.11431711290026621,0.013838840117492738,0.0068638104187598355,0.0005682011308000599,2
171,eco:b2518,0.024336283185840708,0.021017699115044246,0.025619739302803868,0.12921782210642757,0.009042753721097769,0.004127084953513179,0.003218446313292571,2
172,eco:b3806,0.004424778761061947,0.004424778761061947,0.003002673742918336,0.10641982504667519,0.00021435998258073405,0.0007232040341822936,0.002098091538392293,2
173,eco:b4177,0.00663716814159292,0.007743362831858407,0.0008614024502716129,0.09619153454632133,1.6750964228516713e-05,0.0014214418362464105,0.00013382416755349161,2
174,eco:b1131,0.008849557522123894,0.007743362831858407,0.0026799951127961133,0.11116297961189664,0.004108668867667283,0.0017625543738012184,0.00023770337307083862,2
175,eco:b0474,0.014380530973451327,0.01327433628318584,0.03131775900259485,0.12937741595834987,0.020140192586251687,0.003384434217993246,0.0037802120403903424,1
176,eco:b4213,0.00331858407079646,0.00663716814159292,8.865245189362601e-05,0.0831369691436063,9.154823897563857e-06,0.0006026096178860043,9.88645088561603e-05,2
177,eco:b1623,0.004424778761061947,0.0055309734513274336,0.000579101396383592,0.09633897711920045,0.00025064661256295553,0.0009481439621426834,8.456714549248653e-05,2
178,eco:b2795,0.007743362831858407,0.007743362831858407,0.0024875900926762677,0.11065413498691262,0.001335507834314232,0.0012948492691017741,0.0001385916607065574,2
179,eco:b2162,0.00995575221238938,0.017699115044247787,0.0008420536429769265,0.09660551594307772,0.0007005574291139506,0.0019716006028509562,0.00021135389639290045,2
180,eco:b0469,0.018805309734513276,0.015486725663716814,0.004497747604727131,0.11187530913593159,0.0035296994982113076,0.0033078692283774395,0.0004543402570158531,2
181,eco:b2407,0.00663716814159292,0.00663716814159292,0.0007544937747857747,0.09633897711920045,2.8980278254839617e-05,0.0015124160696811302,0.00010997020003326668,2
182,eco:b0238,0.0165929203539823,0.012168141592920354,0.0026339565115518944,0.11026587486415151,0.0012757214481531275,0.002946297648565095,0.0002913755914612537,2
183,eco:b2868,0.007743362831858407,0.00663716814159292,0.0005425810718272814,0.09400470935172954,2.484071994259276e-06,0.001565060109089776,6.973528719785947e-05,2
184,eco:b2883,0.007743362831858407,0.00663716814159292,0.0007474777802870003,0.09514312545044863,1.5016444468818412e-05,0.0015974150819652397,9.753740134369795e-05,2
185,eco:b2499,0.00331858407079646,0.00331858407079646,4.3592598196142384e-07,0.07291362955054102,0.000510270483459305,0.0015070697179225506,7.248156111869838e-08,2
186,eco:b0522,0.00331858407079646,0.00331858407079646,8.169007078990383e-07,0.07311720413281336,0.00036951335994919406,0.0015971571104522065,7.81184722881689e-08,2
187,eco:b2476,0.0022123893805309734,0.0022123893805309734,0.00014757852397519517,0.09414551928185495,0.002336388153567647,0.000934633368593483,2.1313947605738066e-05,2
188,eco:b0523,0.0022123893805309734,0.0022123893805309734,8.15613026063506e-06,0.08183795400073746,0.0011194834264241923,0.001102328292127036,5.969325780755124e-07,2
189,eco:b3397,0.00663716814159292,0.0,0.00033046474036922777,0.10653451386986505,0.0,0.0015543557184082132,0.0,2
190,eco:b3034,0.00663716814159292,0.0,0.00033046474036922777,0.10653451386986505,0.0,0.0015543557184082132,0.0,2
191,eco:b3032,0.0,0.00663716814159292,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,0.00026877352623985327,2
192,eco:b0516,0.0022123893805309734,0.0022123893805309734,2.6267915311627735e-17,0.0029498525073746312,7.350130832328815e-06,0.0017797251895878409,1.5668112304013568e-46,2
193,eco:b0517,0.0022123893805309734,0.0022123893805309734,3.812850068959436e-17,0.0025284450063211123,0.0,0.0016045105717338729,2.2743922442620493e-46,2
194,eco:b0505,0.0022123893805309734,0.0022123893805309734,3.812850068959436e-17,0.0025284450063211123,0.0,0.0016045105717338729,2.2743922442620493e-46,2
195,eco:b2954,0.0,0.00663716814159292,2.6409836822869435e-27,0.0,0.0,0.00025228927695075155,0.0002906511529017699,2
196,eco:b2507,0.00995575221238938,0.008849557522123894,0.0023402210042670142,0.10961204860928908,0.00017267306429151962,0.0018019264579290134,0.00028143653710554784,2
197,eco:b2781,0.024336283185840708,0.04314159292035398,0.0054536594244853276,0.11460895089818812,0.034413040700120946,0.003906561288988098,0.0031268557862737484,2
198,eco:b3988,0.011061946902654867,0.01327433628318584,0.019240540241524776,0.12692154416915663,0.0031194015336791885,0.001847427014501362,0.0027235174450472273,1
199,eco:b2312,0.004424778761061947,0.00331858407079646,2.1712549051637434e-06,0.07717528078655006,0.0022837997831781877,0.001341951723834017,2.198222075334196e-06,2
200,eco:b4005,0.0022123893805309734,0.0022123893805309734,9.502400718254248e-07,0.07698621836424102,0.0012929075115984932,0.0007830542230380683,8.80011652543371e-08,2
201,eco:b2500,0.007743362831858407,0.011061946902654867,1.50880614957835e-05,0.08443249418668239,0.007771828366392983,0.0017672264209155244,1.8524288557521306e-05,2
202,eco:b2557,0.0022123893805309734,0.0022123893805309734,8.542912094988694e-07,0.07450396950280508,0.0011116510557413867,0.0008298932085578864,5.443306087895185e-08,2
203,eco:b2676,0.007743362831858407,0.00995575221238938,0.01859139017009165,0.12406543362133116,0.0014394670587008838,0.0018100345045613051,0.002421717430214769,2
204,eco:b0104,0.008849557522123894,0.00663716814159292,0.0011896035577815827,0.09866805129131298,0.00017789946103220213,0.001656173813167852,0.0002629632368180154,2
205,eco:b3650,0.012168141592920354,0.00663716814159292,0.021576108945369574,0.12515242666779444,0.0013921140762911473,0.002431604045588234,0.0021969287463988307,1
206,eco:b4006,0.007743362831858407,0.008849557522123894,0.0010956330695894015,0.0962209869451414,1.791854911409178e-05,0.0016221471735590079,0.00016453852452159555,2
207,eco:b3164,0.00995575221238938,0.00995575221238938,0.019798425986709247,0.12505282266726298,0.0012336594014853014,0.0020948702130808277,0.0025286318950154974,2
208,eco:b2752,0.0022123893805309734,0.0022123893805309734,1.9358615116283284e-15,0.002844500632111251,0.0,0.0008751688841338492,9.440043515100597e-11,2
209,eco:b2750,0.00331858407079646,0.00331858407079646,2.903792267441172e-15,0.003982300884955752,0.0003399435509952076,0.0010972057575524487,1.4183270654600252e-10,2
210,eco:b4238,0.01327433628318584,0.01327433628318584,0.019173459397581104,0.12707551288428298,0.00348281615586623,0.0020128855646678965,0.0026850988279808505,2
211,eco:b4372,0.004424778761061947,0.0055309734513274336,0.0147004046728253,0.12185255655790299,0.0009595530388980542,0.0008972298607711469,0.0020111551264738476,2
212,eco:b0160,0.0011061946902654867,0.0055309734513274336,0.0008057812484971684,0.10104750590444753,0.00011492806580390958,0.0004046814804242427,0.0020273845707090943,2
213,eco:b3648,0.014380530973451327,0.012168141592920354,0.018146734608391803,0.12702414848942273,0.012590060592908566,0.0028233926573943678,0.0023727984905459226,1
214,eco:b0512,0.0011061946902654867,0.0011061946902654867,1.1863354650072257e-17,0.001966568338249754,0.0,0.001007542089769894,7.075810138606926e-47,2
215,eco:b3779,0.0011061946902654867,0.0011061946902654867,0.0011827430197040901,0.1032723441875885,0.0,0.0005964255746302137,0.00013967839349416007,2
216,eco:b0910,0.007743362831858407,0.0055309734513274336,0.004323356967941598,0.11049850329213495,0.0005236092386925533,0.0014472433002841432,0.0004361613158333144,2
217,eco:b2066,0.01327433628318584,0.011061946902654867,0.0014136640860614134,0.09989120895194908,0.002303363770055268,0.002264143028253029,0.0001716816271112114,2
218,eco:b2780,0.0055309734513274336,0.0055309734513274336,0.004084467815062283,0.1089659304309403,1.9759733968425867e-05,0.0009843566533376464,0.0005187674463282476,1
219,eco:b2065,0.007743362831858407,0.00663716814159292,0.0050168754982470075,0.10930704116968064,4.663080627500333e-05,0.0013378268703129767,0.0005937050279540662,2
