,ec,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,class
17,eco:b0115,0.05634098833125173,0.1292447653223777,0.0014063293718868974,0.0011850153284549286,0.1639932006090876,2
18,eco:b0116,2.547431472898389e-27,0.0,0.0,0.0,0.0,2
19,eco:b1854,0.22290235077966103,0.15860366505931373,0.10090053797876297,0.10007962852849166,0.21440447172220847,2
20,eco:b2715,1.0647619942607057e-06,0.08141476473844743,0.0,0.0,0.09185483283207824,2
21,eco:b3403,0.0008011663672016329,0.10706426733301475,0.00034620793633335467,0.00036151584094906025,0.12225141259417686,2
22,eco:b4069,0.056383109456531105,0.12853584648619049,0.003458921694177159,0.00350717390045499,0.16346424401375453,2
23,eco:b4395,0.0011067810727400241,0.11293345307235471,0.0018079818907973321,0.0020322862689021366,0.13081712145912405,2
24,eco:b3588,0.015316048557397167,0.11764639604650694,0.0019885922718034807,0.0021464882031037124,0.14364067802587963,2
25,eco:b3589,0.004072490820235107,0.1055571689752865,0.00015021232805966487,0.00032949543820268623,0.12402438874147277,2
26,eco:b2453,0.001123035026857701,0.09942695948030168,0.00013206242056315273,5.8068828067684226e-05,0.11416370022191599,2
27,eco:b0720,0.005529031729904891,0.11778420211890085,0.0,0.0,0.14181581929133633,2
28,eco:b1276,2.3524848644315815e-05,0.09109385662381735,4.5202728924023035e-06,5.274749241977047e-06,0.10316894446383056,2
29,eco:b1136,0.0003805156690937454,0.10303354333614115,0.0005859068298013967,0.0005671837106260713,0.1183581320142803,2
30,eco:b3236,0.03730841591998105,0.1378452441912565,0.003987906940420395,0.004117180404451839,0.1722362753918793,2
31,eco:b4122,0.03434840799491421,0.13230030494009093,0.0062090345763201734,0.006433730739311475,0.16226591689050884,2
32,eco:b2210,0.035100705199533344,0.13230030494009093,0.0020114984457950563,0.0016209295604687883,0.16250168040157162,2
33,eco:b4154,0.0029297630112679303,0.11441533848038378,0.0014811634253109529,0.0015818897560412278,0.1388959003757701,2
34,eco:b0724,0.0029297630112679303,0.11441533848038378,0.0014811634253109529,0.0015818897560412278,0.1388959003757701,2
35,eco:b0729,0.007358352700826663,0.11480069326399804,0.004000308740736195,0.0039067527836717355,0.14144360656874272,2
36,eco:b0726,0.011763107233525362,0.1359459986222689,0.010248947240526291,0.01117712125856553,0.16594190780806664,2
37,eco:b0727,0.01173561639849019,0.11986542973152738,0.0016670065699120554,0.0021538771512995387,0.14693992683655369,2
38,eco:b4094,3.454282682905022e-06,0.09327290913675267,0.0,0.0,0.10659611862885911,2
39,eco:b1207,0.00012477137913586317,0.10357432712713195,0.007920303201776722,0.009131108534978873,0.11842238736961293,1
