,ec,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,local_reach_centrality,subgraph_centrality,degree_centrality,clustering_coefficient,pagerank,hits,ind_set_maximal,damage,class
0,mge:MG_062,1.4687018608637011e-05,0.0930985572445807,0.0,0.0,0.13636700600986312,0.13636700600986312,0.0005355624327533843,0.016483516483516484,1.0,0.003940363181433232,9.402169098313016e-07,0.9230769230769231,1.0,2
1,mge:MG_063,2.4626629538141334e-05,0.09470370478328037,0.0007622825302383313,0.0007649808754781131,0.1537662734091305,0.1537662734091305,0.0021427830979232655,0.038461538461538464,0.6190476190476191,0.007953462048488494,1.432295907691526e-06,0.8901098901098901,1.0,2
2,mge:MG_227,0.0007267192364359531,0.10215535537423949,0.0,0.0,0.13562554661455764,0.13562554661455764,0.00013133116284245148,0.016483516483516484,1.0,0.0050803408862275645,0.00016388332134698245,0.9560439560439561,1.0,2
3,mge:MG_460,0.2740205584885226,0.13549638217569906,3.9187332005011566e-05,3.33920223422986e-05,0.20247272568701163,0.20247272568701163,0.05965984513434064,0.05494505494505495,0.9777777777777777,0.00816990857473269,0.06179470245368276,0.8791208791208791,1.0,2
4,mge:MG_005,0.0005436093421946072,0.09084808321449542,0.0,0.0,0.11703229615317513,0.11703229615317513,4.096743709542857e-05,0.005494505494505495,0.0,0.002470945873766617,0.00012258999427599437,0.967032967032967,1.0,1
5,mge:MG_006,0.006124078481819546,0.11822283676588312,0.020950133134426722,0.020754996998090917,0.16524982953554387,0.16524982953554387,0.00021257050142620503,0.02197802197802198,0.5,0.006250896721547349,0.0013810482289498664,0.945054945054945,1.0,1
6,mge:MG_013,0.0027617022472494128,0.09201880593633172,0.00018213830368526501,0.00018213830368526501,0.1319590360799152,0.1319590360799152,0.0005778428380703176,0.027472527472527476,0.7,0.006836983999642063,0.0006227947875897865,0.967032967032967,1.0,1
7,mge:MG_021,0.0002143823900556308,0.08032237728525692,0.0,0.0,0.10278938094872136,0.10278938094872136,4.492985753072922e-05,0.005494505494505495,0.0,0.0022880412563808716,4.834563072318832e-05,0.9120879120879121,1.0,1
8,mge:MG_023,9.884039890917714e-05,0.10885151433931921,0.12464668542016619,0.12185659644223164,0.19380004915719226,0.19380004915719226,0.013646529033246407,0.08791208791208792,0.2833333333333333,0.01569710252540886,7.546905296006537e-06,0.8901098901098901,1.0,1
9,mge:MG_030,0.0009737398883950601,0.10673631301433992,0.004643153478986151,0.005053073077934959,0.1524753634643745,0.1524753634643745,0.0001305073499099396,0.02197802197802198,0.16666666666666666,0.0064005306189038255,0.00021958924377644303,0.9560439560439561,1.0,1
10,mge:MG_034,0.0007917161346195781,0.1048554969259815,0.004381040559020038,0.004440084930416425,0.1478966088856199,0.1478966088856199,0.00021922367046005607,0.027472527472527476,0.5,0.007905432165261425,0.00017854084960907069,0.9120879120879121,1.0,1
13,mge:MG_038,7.058622840856529e-05,0.08470533025693168,8.67325255644119e-06,8.673252556441187e-06,0.14038492032997532,0.14038492032997532,0.01113969465356229,0.04395604395604396,0.9642857142857143,0.007053456563496693,2.2057096228948216e-06,0.9230769230769231,1.0,1
14,mge:MG_049,0.002512620853370149,0.1124513281993597,0.06464120922487149,0.06488499989881198,0.1709800730405126,0.1709800730405126,0.0002714064418138527,0.038461538461538464,0.14285714285714285,0.010299549227735197,0.0005666241269236723,0.9010989010989011,1.0,1
15,mge:MG_050,4.046424993255654e-05,0.10393972839387686,0.0,0.0,0.147737778094921,0.147737778094921,0.0011034423061552483,0.02197802197802198,1.0,0.004693726760208964,5.238285511926802e-06,0.9010989010989011,1.0,1
16,mge:MG_058,2.659186559536502e-06,0.07580317771400574,0.0,0.0,0.11335494481098868,0.11335494481098868,0.0001174034097517336,0.01098901098901099,1.0,0.003502122638166177,9.998458233051865e-08,0.967032967032967,1.0,1
17,mge:MG_069,1.5920082712647632e-06,0.07438186813186813,0.0,0.0,0.10365452618199848,0.10365452618199848,6.254175889385186e-05,0.005494505494505495,0.0,0.0020981241520989604,6.397886436125806e-08,0.978021978021978,1.0,1
18,mge:MG_100,5.080600608421467e-44,0.005494505494505495,0.0,0.0,0.005494505494505495,0.005494505494505495,3.2078318144348004e-05,0.005494505494505495,0.0,0.006828269033799931,6.640533073324691e-129,0.945054945054945,0.008771929824561403,1
19,mge:MG_102,1.640228559300643e-39,0.007326007326007326,0.0,0.0,0.008241758241758242,0.008241758241758242,3.303482039427975e-05,0.005494505494505495,0.0,0.005274472019001143,3.062405352915613e-110,0.9120879120879121,0.017543859649122806,1
20,mge:MG_107,0.046434209339147256,0.13811720194698918,0.037531043016441605,0.03631955828088425,0.1963502767074197,0.1963502767074197,0.0021016503379453445,0.03296703296703297,0.4,0.0075254419965031455,0.01047143373573294,0.8791208791208791,1.0,1
21,mge:MG_111,1.4706643079691328e-05,0.08430530508452586,0.00710002091217561,0.00709529880800599,0.13979622331270689,0.13979622331270689,0.001554594083442386,0.038461538461538464,0.5238095238095238,0.008843579488408918,6.749845590088269e-07,0.945054945054945,1.0,1
22,mge:MG_113,5.080600608421467e-44,0.005494505494505495,0.0,0.0,0.005494505494505495,0.005494505494505495,3.207831814434801e-05,0.005494505494505495,0.0,0.006828269033799931,6.640533073324691e-129,0.967032967032967,0.008771929824561403,1
23,mge:MG_118,1.351975009622522e-26,0.02197802197802198,0.00018213830368526501,0.00018213830368526501,0.02197802197802198,0.02197802197802198,0.00013163318725135703,0.02197802197802198,0.5,0.00969805022640088,3.6209234946395538e-68,0.945054945054945,0.03508771929824561,1
26,mge:MG_145,9.784880847230912e-22,0.02197802197802198,0.0,0.0,0.02197802197802198,0.02197802197802198,0.0002331207587323587,0.02197802197802198,1.0,0.006828269033799931,3.003598430506884e-54,0.945054945054945,0.03508771929824561,1
