,ec,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,class
163,eco:b2818,0.004844776839554772,0.16093473850189252,0.0023792992599196224,0.002376759827007854,0.19901227946748187,2
164,eco:b3959,2.9092437747760067e-27,0.001445086705202312,0.0011726204916103111,0.0011700810586985433,0.001445086705202312,2
165,eco:b3958,1.322383533989094e-28,0.0,0.0,0.0,0.0,2
166,eco:b2508,0.0010922748916863468,0.13453987595916117,2.666302794575327e-05,3.7434228687585214e-05,0.16975689692452728,2
167,eco:b0477,0.0027377464429626354,0.15143919736157405,0.002069587658736101,0.0023708408176693124,0.19783844928353614,2
168,eco:b4384,0.001437065710865451,0.13549172270064094,0.004522088060901518,0.0038791717428584434,0.17970046972937168,2
169,eco:b0125,0.002783867879448635,0.151485269523838,0.0037985746858748863,0.0043848686653598845,0.19856099263613727,2
170,eco:b4374,0.0063238488594491715,0.15933826589595376,0.027289928164025947,0.02673485040629321,0.22593004298206598,2
171,eco:b2518,0.0254898287978705,0.1776425547359456,0.015796929560217214,0.015237053392866087,0.2325187938265969,2
172,eco:b3806,1.322383533989094e-28,0.0,0.0,0.0,0.0,2
173,eco:b4177,0.0009248028098973896,0.13468544250063713,5.659495161943775e-05,4.6937288720841493e-05,0.16887608217088018,2
174,eco:b1131,0.00272973879838086,0.15444543453004203,0.007939563600655966,0.008045342644865653,0.19781608484643182,2
175,eco:b0474,0.026634888507585722,0.18146212861692984,0.033669092130013754,0.0336895979248387,0.2340497933344752,1
176,eco:b4213,7.984706749909618e-05,0.12180334660588442,1.0796890162474093e-05,1.3731270527988026e-05,0.14525221687432693,2
177,eco:b1623,0.0006390443071559654,0.13450353347510954,9.261461207622839e-07,6.273893076131601e-07,0.1680709624351246,2
178,eco:b2795,0.0024444435700384346,0.15396786670527382,0.0005298246700607422,0.0005594847539861583,0.19602348919545462,2
179,eco:b2162,0.0010637047359602857,0.1351974154018071,0.001083961085301589,0.0010973375246647603,0.17536520961376476,2
180,eco:b0469,0.0043186016265795695,0.1546853311354009,0.006379564024506258,0.0058129158160656206,0.20292205787147988,2
181,eco:b2407,0.0007918361926757726,0.13453987595916117,5.473698700941219e-05,0.00011054843031621266,0.16879350578772573,2
182,eco:b0238,0.0026934919092116752,0.15139315321521907,0.0025301955541438305,0.002577286819381806,0.19711590593093492,2
183,eco:b2868,0.0004989260015346396,0.12933300803243,5.002592303814457e-06,4.426580114826184e-06,0.1588776368942557,2
184,eco:b2883,0.0006875686380076309,0.13172806373673426,2.3430702742371596e-05,3.311811482650982e-05,0.16209967376874926,2
185,eco:b2499,1.1624434517499154e-06,0.11134438303328613,0.0010784460974150975,0.0011962582011774555,0.12541155657123898,2
186,eco:b0522,7.613219639256247e-07,0.10628219443433416,0.0006554916930462513,0.0007074544471783329,0.12124643238528858,2
187,eco:b2476,0.0001501013760834927,0.1313458403916791,0.004142403941580355,0.004196835269035741,0.15545227492481864,2
188,eco:b0523,8.27756238642617e-06,0.11515543037115067,0.0019014232769885258,0.001966660472399518,0.13202157709021922,2
189,eco:b3397,0.0001124296726264403,0.137398477076395,0.0,0.0,0.15534225528806503,2
190,eco:b3034,0.0001124296726264403,0.137398477076395,0.0,0.0,0.15534225528806503,2
191,eco:b3032,0.0018293560684137437,0.150934247021781,4.299202814590582e-05,5.6462714021082144e-05,0.1827424542381192,2
192,eco:b0516,4.227654418357404e-18,0.0038535645472061652,1.2547786152263202e-05,1.2547786152263202e-05,0.004335260115606936,2
193,eco:b0517,6.1366718721918635e-18,0.0033030553261767133,0.0,0.0,0.004094412331406551,2
194,eco:b0505,6.1366718721918635e-18,0.0033030553261767133,0.0,0.0,0.004094412331406551,2
195,eco:b2954,0.0017565327095475003,0.14868082440276364,2.2140016479673242e-05,3.197724877240824e-05,0.1817601393468448,2
196,eco:b2507,0.002551292781503082,0.15111747524274827,0.000501397657988145,0.00041545066419614317,0.1937440369521296,2
197,eco:b2781,0.006006982894850802,0.1572748202542184,0.059775520829986724,0.05981573602600263,0.21001855402144423,2
198,eco:b3988,0.020775551165299607,0.17508160370072273,0.005413776516667507,0.0049324242517591295,0.22124711752601892,1
199,eco:b2312,1.0600994792822906e-05,0.13827605690776326,0.004173733152642099,0.004877184042531443,0.15744318903639778,2
200,eco:b4005,1.6522232332032477e-05,0.13432211516721215,0.003426001244000243,0.0038695360864371164,0.15049003260708518,2
201,eco:b2500,0.00029081262153019785,0.141137211146501,0.01400856047311491,0.013603702699966688,0.16734434079087304,2
202,eco:b2557,1.600476905423967e-05,0.1222519226429795,0.002103474980351048,0.0021292630676518743,0.13814495956837045,2
203,eco:b2676,0.018229596562718327,0.1723544759172224,0.002518314134886934,0.0025661525593035574,0.21334042883898366,2
204,eco:b0104,0.0007007737564594762,0.13439462373140498,0.0006447570085720562,0.00066828414988439,0.16686672351412266,2
205,eco:b3650,0.016710839672321617,0.1711106807301909,0.0026954457528517,0.002743342320602176,0.2099100682554439,1
206,eco:b4006,0.0011858334767226367,0.1347583439580123,3.152486056402594e-05,3.2691049338824614e-05,0.17032116887608248,2
207,eco:b3164,0.019531097261391565,0.17349549858008903,0.0020426582023161193,0.002002820654359746,0.21651961959042873,2
208,eco:b2752,1.0673411507029346e-08,0.09392267685133993,0.0,0.0,0.10170611541637617,2
209,eco:b2750,9.674420220834325e-08,0.1053969552553046,0.0006252980099211162,0.0006252980099211162,0.11641394090816094,2
210,eco:b4238,0.02139801976300259,0.17582347490284447,0.0076022286957003705,0.007333875395758706,0.2243781387206239,2
211,eco:b4372,0.01505695357836697,0.16959539541037313,0.00044424317117701964,0.00043118588817103054,0.2047318408951356,2
212,eco:b0160,0.01450380544643281,0.17223524072115373,0.0024717917743105012,0.0023894645434750215,0.2122222069837676,2
213,eco:b3648,0.01812528688497692,0.17545175508275387,0.023637864024149996,0.023273458060393153,0.2266352265268447,1
214,eco:b0512,1.9092947777617665e-18,0.002569043031470777,0.0,0.0,0.0031310211946050095,2
215,eco:b3779,0.0009150327778967725,0.14242908493273898,0.0,0.0,0.16276068985606593,2
216,eco:b0910,0.0035337893826760808,0.14903683954649968,0.0009313461908318486,0.0009564576066627067,0.18076922274899168,2
217,eco:b2066,0.00128084313251389,0.1416591979871566,0.00521827028938768,0.005092186449302713,0.18263280553743025,2
218,eco:b2780,0.004319142189575232,0.14984414111491287,3.0761703422610754e-05,2.6065702067224528e-05,0.18383487097359957,1
219,eco:b2065,0.005202622212704541,0.15006994602919094,5.774477987648076e-05,6.796717499142571e-05,0.186002501031403,2
220,eco:b3640,0.0019607074630039424,0.1485034538994499,0.0012594772082533292,0.0012635373766018256,0.18097566370687782,1
221,eco:b1098,0.002965757297022244,0.15102580555803927,0.0014160363385919133,0.0014421128992480952,0.19054420210489587,1
222,eco:b2827,0.0006960307753714427,0.1350141217258285,2.3965434119006017e-05,2.7509278390760352e-05,0.16837775663642743,2
223,eco:b1238,0.0006336191268602821,0.1351240382428373,5.7594323436172624e-05,6.69312080791632e-05,0.16946157166532916,2
224,eco:b0391,0.00015956550277763595,0.12219192169935106,2.3353614673680666e-05,1.2657848992107376e-05,0.1497079008820341,2
225,eco:b2143,0.00030010079579515317,0.12255281341985122,6.014853473509289e-05,5.848589930912818e-05,0.1540431609976411,2
226,eco:b4382,0.0004560682300827787,0.13479482428934908,0.001181461788482638,0.0018041629338662614,0.16934401500875518,2
227,eco:b2147,0.00019051063021784605,0.12337266623509799,0.002450942977573563,0.002453615017190466,0.15490150705107383,2
228,eco:b0337,0.00017882844023331686,0.12318953016448675,0.0002792485869478384,0.00030312911156519726,0.1534564203458715,2
229,eco:b2873,1.0511200084847758e-05,0.10773086995345207,0.0,0.0,0.12511531558943179,2
230,eco:b3642,4.53549039492916e-05,0.13967239296629888,0.014775670430617675,0.016878636584325604,0.16439686076608087,2
231,eco:b0033,0.0010665506446666643,0.13897071753414889,0.009504225115209942,0.009223962720862981,0.1652039354351497,2
232,eco:b4245,6.211622736097237e-05,0.12555019690490557,0.0029244625158906102,0.0032315700130837784,0.14157068044351329,2
233,eco:b1012,0.0001905322449387137,0.12492024107497629,0.003484596103055842,0.003643955065846659,0.15687067227890958,2
234,eco:b1011,1.092464821180207e-05,0.11735377820524523,0.0022712980787324526,0.0025508966671221028,0.1375604445329883,2
235,eco:b1010,7.4936613455155345e-06,0.12168428175094222,0.001044522746753697,0.0012913315943031197,0.14044644741899137,2
236,eco:b3831,0.0001735862197841989,0.12297655740302679,0.0004979291556180531,0.0004613566741982351,0.151288790288068,2
237,eco:b1009,0.00012553833979527803,0.1378167951632592,0.004221916100341518,0.004511044682533706,0.16487249904880003,2
238,eco:b1539,0.0013652702844356402,0.14917078517820714,0.0026489143703566746,0.0029252121903667818,0.17831987376785108,2
239,eco:b1008,0.0001245739820893693,0.1357132954278701,0.0,0.0,0.15964094110770458,2
240,eco:b2498,0.0008269855156893881,0.13971158275108178,0.011687768948735406,0.011709133413006405,0.1792168392782558,2
241,eco:b1062,3.560300863575969e-06,0.12219192169935106,0.0019487509179874334,0.002440938599632542,0.13416578203427962,2
242,eco:b2165,0.00018995858613331514,0.12337266623509799,0.0012158889278419487,0.0012169609819618601,0.1549015070510739,2
