,ec,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,local_reach_centrality,subgraph_centrality,degree_centrality,clustering_coefficient,pagerank,hits,ind_set_maximal,damage,class
0,mge:MG_062,1.468701860863702e-05,0.0930985572445807,0.0,0.0,0.13636700600986312,0.13636700600986312,0.0005355624327533746,0.016483516483516484,1.0,0.003940363181433233,9.402169098313015e-07,0.967032967032967,1.0,2
1,mge:MG_063,2.4626629538141348e-05,0.09470370478328037,0.0007622825302383313,0.0007649808754781131,0.1537662734091305,0.1537662734091305,0.0021427830979232373,0.038461538461538464,0.6190476190476191,0.007953462048488494,1.432295907691526e-06,0.945054945054945,1.0,2
2,mge:MG_227,0.0007267192364359532,0.10215535537423949,0.0,0.0,0.13562554661455764,0.13562554661455764,0.0001313311628424514,0.016483516483516484,1.0,0.0050803408862275645,0.00016388332134698237,0.967032967032967,1.0,2
3,mge:MG_460,0.2740205584885226,0.13549638217569906,3.918733200501156e-05,3.33920223422986e-05,0.20247272568701163,0.20247272568701163,0.05965984513434062,0.05494505494505495,0.9777777777777777,0.00816990857473269,0.061794702453682744,0.9120879120879121,1.0,2
4,mge:MG_005,0.0005436093421946072,0.09084808321449542,0.0,0.0,0.11703229615317513,0.11703229615317513,4.096743709542843e-05,0.005494505494505495,0.0,0.002470945873766617,0.00012258999427599437,0.945054945054945,1.0,1
5,mge:MG_006,0.006124078481819546,0.11822283676588312,0.02095013313442673,0.02075499699809092,0.16524982953554387,0.16524982953554387,0.00021257050142620503,0.02197802197802198,0.5,0.006250896721547349,0.0013810482289498662,0.9560439560439561,1.0,1
6,mge:MG_013,0.0027617022472494128,0.09201880593633172,0.00018213830368526501,0.00018213830368526501,0.1319590360799152,0.1319590360799152,0.0005778428380703182,0.027472527472527476,0.7,0.006836983999642063,0.0006227947875897865,0.967032967032967,1.0,1
7,mge:MG_021,0.00021438239005563077,0.08032237728525692,0.0,0.0,0.10278938094872136,0.10278938094872136,4.492985753072907e-05,0.005494505494505495,0.0,0.0022880412563808716,4.8345630723188316e-05,0.9560439560439561,1.0,1
8,mge:MG_023,9.884039890917717e-05,0.10885151433931921,0.12464668542016619,0.12185659644223164,0.19380004915719226,0.19380004915719226,0.013646529033246363,0.08791208791208792,0.2833333333333333,0.01569710252540886,7.546905296006536e-06,0.9340659340659341,1.0,1
9,mge:MG_030,0.0009737398883950601,0.10673631301433992,0.00464315347898615,0.005053073077934959,0.1524753634643745,0.1524753634643745,0.0001305073499099395,0.02197802197802198,0.16666666666666666,0.0064005306189038255,0.000219589243776443,0.945054945054945,1.0,1
10,mge:MG_034,0.0007917161346195782,0.1048554969259815,0.004381040559020039,0.004440084930416426,0.1478966088856199,0.1478966088856199,0.0002192236704600558,0.027472527472527476,0.5,0.007905432165261423,0.00017854084960907058,0.8791208791208791,1.0,1
11,mge:MG_035,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.0788491165394433e-05,0.0,0.0,0.00102424035506999,0.0,0.945054945054945,0.0,1
12,mge:MG_036,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.0788491165394446e-05,0.0,0.0,0.00102424035506999,0.0,0.967032967032967,0.0,1
13,mge:MG_038,7.05862284085653e-05,0.08470533025693168,8.67325255644119e-06,8.673252556441187e-06,0.14038492032997532,0.14038492032997532,0.011139694653562333,0.04395604395604396,0.9642857142857143,0.007053456563496693,2.2057096228948216e-06,0.9230769230769231,1.0,1
14,mge:MG_049,0.002512620853370149,0.1124513281993597,0.06464120922487149,0.06488499989881198,0.1709800730405126,0.1709800730405126,0.0002714064418138517,0.038461538461538464,0.14285714285714285,0.010299549227735197,0.0005666241269236723,0.9230769230769231,1.0,1
15,mge:MG_050,4.0464249932556555e-05,0.10393972839387686,0.0,0.0,0.147737778094921,0.147737778094921,0.001103442306155235,0.02197802197802198,1.0,0.004693726760208964,5.2382855119268005e-06,0.9340659340659341,1.0,1
16,mge:MG_058,2.659186559536504e-06,0.07580317771400574,0.0,0.0,0.11335494481098868,0.11335494481098868,0.00011740340975173264,0.01098901098901099,1.0,0.0035021226381661765,9.998458233051862e-08,0.9560439560439561,1.0,1
17,mge:MG_069,1.5920082712647643e-06,0.07438186813186813,0.0,0.0,0.10365452618199848,0.10365452618199848,6.254175889385224e-05,0.005494505494505495,0.0,0.00209812415209896,6.397886436125805e-08,0.9340659340659341,1.0,1
18,mge:MG_100,5.080600608421465e-44,0.005494505494505495,0.0,0.0,0.005494505494505495,0.005494505494505495,3.207831814434798e-05,0.005494505494505495,0.0,0.006828269033799931,6.640533073324693e-129,0.9120879120879121,0.008771929824561403,1
19,mge:MG_102,1.640228559300643e-39,0.007326007326007326,0.0,0.0,0.008241758241758242,0.008241758241758242,3.303482039427957e-05,0.005494505494505495,0.0,0.005274472019001143,3.062405352915614e-110,0.9230769230769231,0.017543859649122806,1
20,mge:MG_107,0.04643420933914725,0.13811720194698918,0.037531043016441605,0.03631955828088425,0.1963502767074197,0.1963502767074197,0.002101650337945335,0.03296703296703297,0.4,0.007525441996503145,0.010471433735732939,0.9230769230769231,1.0,1
21,mge:MG_111,1.4706643079691335e-05,0.08430530508452586,0.00710002091217561,0.00709529880800599,0.13979622331270689,0.13979622331270689,0.0015545940834423722,0.038461538461538464,0.5238095238095238,0.008843579488408918,6.749845590088272e-07,0.9560439560439561,1.0,1
22,mge:MG_113,5.080600608421465e-44,0.005494505494505495,0.0,0.0,0.005494505494505495,0.005494505494505495,3.2078318144347963e-05,0.005494505494505495,0.0,0.006828269033799931,6.640533073324693e-129,0.945054945054945,0.008771929824561403,1
23,mge:MG_118,1.351975009622522e-26,0.02197802197802198,0.00018213830368526501,0.00018213830368526501,0.02197802197802198,0.02197802197802198,0.000131633187251356,0.02197802197802198,0.5,0.00969805022640088,3.6209234946395604e-68,0.978021978021978,0.03508771929824561,1
24,mge:MG_126,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.078849116539445e-05,0.0,0.0,0.00102424035506999,0.0,0.8901098901098901,0.0,1
25,mge:MG_136,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.0788491165394446e-05,0.0,0.0,0.00102424035506999,0.0,0.967032967032967,0.0,1
26,mge:MG_145,9.784880847230922e-22,0.02197802197802198,0.0,0.0,0.02197802197802198,0.02197802197802198,0.00023312075873235891,0.02197802197802198,1.0,0.006828269033799931,3.0035984305068843e-54,0.9340659340659341,0.03508771929824561,1
27,mge:MG_171,0.09367546436752829,0.14632498648892092,0.06258331250438585,0.06476045440133844,0.2227239030810462,0.2227239030810462,0.008101927085786886,0.06043956043956045,0.32727272727272727,0.011907425380941356,0.02112486556682832,0.9010989010989011,1.0,1
28,mge:MG_482,5.080600608421465e-44,0.005494505494505495,0.0,0.0,0.005494505494505495,0.005494505494505495,3.2078318144347984e-05,0.005494505494505495,0.0,0.006828269033799931,6.640533073324693e-129,0.967032967032967,0.008771929824561403,1
29,mge:MG_215,2.6399471129842227e-05,0.09571929411071502,0.026661000141663112,0.0262866047396434,0.1665867862296433,0.1665867862296433,0.0030815297033791374,0.05494505494505495,0.4444444444444444,0.011779835287763652,1.4540217972577491e-06,0.945054945054945,1.0,1
30,mge:MG_216,0.31729045460301497,0.1590347291906312,0.17219892709237616,0.17116168821969924,0.2495530263387408,0.2495530263387408,0.08023707386702382,0.1043956043956044,0.3391812865497076,0.017906069521872462,0.07155254706449166,0.8901098901098901,1.0,1
31,mge:MG_228,0.0022432080436304244,0.09190037761466334,0.0,0.0,0.12921178333266242,0.12921178333266242,0.00046370308330760494,0.02197802197802198,1.0,0.00556926582526425,0.0005058685381890308,0.9230769230769231,1.0,1
32,mge:MG_231,0.062340375263983165,0.13973893034558396,0.06051021130934313,0.0602860077307591,0.217504122861266,0.217504122861266,0.00404578859798077,0.06593406593406594,0.18181818181818182,0.014956168436056346,0.014058452169701332,0.9010989010989011,1.0,1
33,mge:MG_251,0.0016263669500148033,0.0911961601616774,0.0,0.0,0.12344255256343159,0.12344255256343159,0.00015033562772810808,0.016483516483516484,1.0,0.005294521288722006,0.00036676396008003613,0.9230769230769231,1.0,1
34,mge:MG_253,0.0005436093421946072,0.09084808321449542,0.0,0.0,0.11703229615317513,0.11703229615317513,4.096743709542843e-05,0.005494505494505495,0.0,0.002470945873766617,0.00012258999427599437,0.945054945054945,1.0,1
35,mge:MG_266,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.078849116539444e-05,0.0,0.0,0.00102424035506999,0.0,0.9120879120879121,0.0,1
36,mge:MG_272,0.15525469145249118,0.12418537983755375,0.005900679825304924,0.0060479403193491555,0.18871921729064597,0.18871921729064597,0.01926861783112247,0.038461538461538464,0.6666666666666666,0.006536334874454852,0.03501167063305088,1.0,1.0,1
37,mge:MG_274,0.29430610548906855,0.14602575338771656,0.11034544250803122,0.10994601623054653,0.23609386645100958,0.23609386645100958,0.06906604021208357,0.08791208791208792,0.425,0.013973394828333437,0.06636932043569722,0.945054945054945,1.0,1
38,mge:MG_276,0.016000970373433548,0.12705799538539753,0.05476071218967825,0.053033488150891483,0.18451984523413104,0.18451984523413104,0.0005380389444103016,0.03296703296703297,0.26666666666666666,0.008118627462289554,0.0036083979002000974,0.967032967032967,1.0,1
39,mge:MG_283,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.0788491165394436e-05,0.0,0.0,0.00102424035506999,0.0,0.967032967032967,0.0,1
40,mge:MG_292,1.640228559300643e-39,0.007326007326007326,0.0,0.0,0.008241758241758242,0.008241758241758242,3.3034820394279545e-05,0.005494505494505495,0.0,0.005274472019001143,3.062405352915614e-110,0.945054945054945,0.017543859649122806,1
41,mge:MG_299,0.12803369581677107,0.11667744020685197,0.013599660008499787,0.013599660008499787,0.1701621790907505,0.1701621790907505,0.013176612213466873,0.038461538461538464,0.5238095238095238,0.007474336650793294,0.02887303144485322,0.9010989010989011,1.0,1
42,mge:MG_300,0.0007843744980388025,0.1266074351180734,0.17048145224940803,0.17048145224940803,0.15207134135705563,0.15207134135705563,0.00014963297005872952,0.016483516483516484,0.3333333333333333,0.004428767353190392,0.00017598540439715482,0.9560439560439561,1.0,1
43,mge:MG_301,0.00010842993568881716,0.11744505494505494,0.08153724728310363,0.08153724728310363,0.161220129077272,0.161220129077272,0.001190078571047026,0.027472527472527476,0.7,0.005936688704405472,2.0474903096587757e-05,0.967032967032967,1.0,1
44,mge:MG_330,0.006656657448446886,0.11763853938483264,0.00375454261602644,0.0037258245131173364,0.1606710749567893,0.1606710749567893,0.0001554539848551127,0.016483516483516484,0.3333333333333333,0.004948546580615713,0.0015011507461637319,0.9230769230769231,1.0,1
45,mge:MG_334,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.078849116539444e-05,0.0,0.0,0.00102424035506999,0.0,0.9340659340659341,0.0,1
46,mge:MG_341,0.03686159277998815,0.12889276788193757,0.014657074049339244,0.014667192843988427,0.17884635206063773,0.17884635206063773,0.0012530935171724677,0.027472527472527476,0.2,0.007475413743103715,0.008312701584766033,0.9120879120879121,1.0,1
47,mge:MG_345,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.078849116539443e-05,0.0,0.0,0.00102424035506999,0.0,0.9120879120879121,0.0,1
48,mge:MG_351,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.078849116539445e-05,0.0,0.0,0.00102424035506999,0.0,0.9230769230769231,0.0,1
49,mge:MG_357,0.01340644184078948,0.09862789144557099,0.0,0.0,0.12848705019034684,0.12848705019034684,0.00020418106774072,0.01098901098901099,1.0,0.003359468174303557,0.0030233027130171087,0.989010989010989,1.0,1
50,mge:MG_368,7.137970390017657e-05,0.08510916973372278,0.026722291126395306,0.026722291126395306,0.14542155036660537,0.14542155036660537,0.01141611707482482,0.049450549450549455,0.75,0.00852395536099431,2.2243410429578325e-06,0.9010989010989011,1.0,1
51,mge:MG_375,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.078849116539444e-05,0.0,0.0,0.00102424035506999,0.0,0.9560439560439561,0.0,1
52,mge:MG_378,7.050749717992612e-61,0.0,0.0,0.0,0.0,0.0,2.0788491165394446e-05,0.0,0.0,0.00102424035506999,0.0,0.945054945054945,0.0,1
