,ec,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,local_reach_centrality,subgraph_centrality,degree_centrality,clustering_coefficient,pagerank,hits,ind_set_maximal,damage,class
24,eco:b0767,0.00018805676977425844,0.12894965187391103,0.001111600232295548,0.0014535983935363207,0.14631017056420165,0.14631017056420165,3.536374909927499e-08,0.0024193548387096775,0.0,0.000583208561495044,2.4394202632150284e-05,0.9723127035830619,1.0,2
26,eco:b3288,0.00013333267327040688,0.11922583212456515,0.0008165964876994804,0.0011113408424411157,0.14067254653948214,0.14067254653948214,1.7758186733423157e-08,0.007258064516129033,0.7777777777777778,0.0010583955753488436,1.7253595637912134e-05,0.9869706840390879,1.0,1
27,eco:b3125,0.006929489767508196,0.1411943996838041,6.424113862695107e-05,9.665378390512375e-05,0.16626964657206333,0.16626964657206333,4.801881336532364e-05,0.004032258064516129,0.6,0.0005775723087394842,0.0008989094083493099,0.9869706840390879,1.0,2
29,eco:b4195,8.42879701007878e-09,0.08357448148648042,0.0,0.0,0.08914452404016013,0.08914452404016013,4.1710473014552675e-14,0.0008064516129032258,0.0,0.0004623201494771656,1.0923629787765535e-09,0.9609120521172638,1.0,2
30,eco:b0335,0.011342151321503888,0.1413609417924191,0.00011042049452124362,0.0001635261955044519,0.1715247901739809,0.1715247901739809,0.00012854834190551784,0.008870967741935484,0.7454545454545455,0.0009051366689124273,0.0014707489106581613,0.9723127035830619,1.0,2
31,eco:b1852,1.4188410780499004e-05,0.11751893160581771,0.0003494081869987862,0.0006316528904912411,0.1388738490452203,0.1388738490452203,2.341692737489346e-10,0.004032258064516129,0.3,0.0008344453308979635,1.8218682797040355e-06,0.9527687296416938,1.0,2
32,eco:b1617,1.3213723417471321e-08,0.07853591510590623,0.0,0.0,0.08354218283297976,0.08354218283297976,4.291898867343007e-14,0.0008064516129032258,0.0,0.00047646387051090397,1.7145888598203581e-09,0.9576547231270358,1.0,2
33,eco:b3605,0.1740048099376115,0.16780426554412337,4.303505487943699e-05,2.760858531204509e-05,0.212888601094245,0.212888601094245,0.030278845766075514,0.025806451612903226,0.9495967741935484,0.0017502151382622622,0.02257251128712565,0.9674267100977199,1.0,2
34,eco:b4055,3.98333976673488e-07,0.10229242612804106,0.00010378530677765037,9.150380371969087e-05,0.11582060412705576,0.11582060412705576,1.0837295447149294e-11,0.007258064516129033,0.8333333333333334,0.0011517852853973692,5.1141931648247394e-08,0.9429967426710097,1.0,2
35,eco:b3769,0.1517777401361574,0.1684647265274289,0.005598056552402328,0.005851761055578943,0.2135462431833389,0.2135462431833389,0.023037457850858832,0.025,0.7526881720430108,0.0019638734911667593,0.019689173927381055,0.9706840390879479,1.0,2
37,eco:b0945,6.001578009696858e-07,0.11448777842148732,0.0010216171952812491,0.0011153620082948147,0.12744810521020283,0.12744810521020283,6.313985045062442e-13,0.0032258064516129032,0.8333333333333334,0.0008671370982316997,7.698904318033616e-08,0.9641693811074918,1.0,2
38,eco:b0930,4.379107839202492e-05,0.11289167902374991,0.0,0.0,0.12691301306220742,0.12691301306220742,1.9041291009570073e-09,0.0024193548387096775,1.0,0.0004130573314531024,5.637049531116961e-06,0.9478827361563518,1.0,1
40,eco:b3918,3.022844690949662e-07,0.0882257114632015,0.002397670309931132,0.002264210789881164,0.10094664664873378,0.10094664664873378,1.124225503551987e-12,0.00564516129032258,0.6190476190476191,0.0013558263761243357,3.9157739871175185e-08,0.9771986970684039,1.0,2
41,eco:b2560,6.572062596554358e-10,0.07054733132305917,0.002239058553984743,0.002239058553984743,0.07780715935293125,0.07780715935293125,9.622699966853918e-14,0.0024193548387096775,0.3333333333333333,0.0010232413827432592,8.433851600012857e-11,0.9723127035830619,1.0,2
42,eco:b0915,2.956656458701041e-13,0.063808862981372,0.0002946045995016356,0.0004126430785140332,0.06957939986459177,0.06957939986459177,5.992998784380734e-14,0.0016129032258064516,0.0,0.00088963814454418,2.7150411207755722e-14,0.9609120521172638,1.0,1
43,eco:b1208,5.985450037478654e-06,0.10192703389319009,0.0033903779510952837,0.003455983701648508,0.11027479129293612,0.11027479129293612,3.589182351790804e-11,0.0016129032258064516,0.0,0.0008017737310971652,7.76540374630948e-07,0.9641693811074918,1.0,1
44,eco:b2868,0.00011578267350019864,0.11047732895613285,2.648103771002356e-06,2.6961531833436855e-06,0.13384188504148256,0.13384188504148256,1.3814197502217192e-08,0.008064516129032258,0.7777777777777778,0.0009479478386895208,1.486064503621324e-05,0.9771986970684039,1.0,2
45,eco:b1719,0.0004036179633614879,0.12322209176600134,0.0,0.0,0.140410275208662,0.140410275208662,1.6280960803145975e-07,0.0016129032258064516,1.0,0.00038526037655331566,5.23409134821174e-05,0.9788273615635179,1.0,1
46,eco:b3942,0.000708316563365427,0.13581800368496477,0.0004986209044114221,0.0004453289635765185,0.16230051982067875,0.16230051982067875,5.002585028155532e-07,0.00564516129032258,0.8571428571428571,0.0008039197776654715,9.172646963127482e-05,0.9560260586319218,1.0,2
50,eco:b4383,0.0005169973943459989,0.1387746716669904,0.00471373707141318,0.004521423762683732,0.16454941787602811,0.16454941787602811,2.672179096429498e-07,0.0064516129032258064,0.75,0.0010113311496560014,6.70505275427279e-05,0.9690553745928339,1.0,2
51,eco:b1744,0.0016668062866401331,0.1405651025705054,0.0038699321782789597,0.0039039494676847216,0.1740369509522707,0.1740369509522707,2.7627431643919545e-06,0.012096774193548387,0.8380952380952381,0.001469701878042663,0.0002153129597262725,0.988599348534202,1.0,2
52,eco:b3429,2.4265526060319926e-07,0.09535789819510894,1.301778229060897e-06,1.301778229060897e-06,0.10837481883497002,0.10837481883497002,8.937697363211086e-13,0.0024193548387096775,0.3333333333333333,0.0005505950188113459,2.9770823439087277e-08,0.9837133550488599,1.0,2
53,eco:b1096,2.0739926246009126e-07,0.09727744030163386,0.0005501384066555597,0.0008178493727193249,0.10845037802699056,0.10845037802699056,1.158431682674916e-13,0.0016129032258064516,0.0,0.00055714874106777,2.6574212322618897e-08,0.9723127035830619,1.0,2
54,eco:b3648,0.007526621062665604,0.14988219916409817,0.005449647788547884,0.004903317112918232,0.18624852522029653,0.18624852522029653,5.6625193342530544e-05,0.01129032258064516,0.45054945054945056,0.001245676268591322,0.0009761302826889023,0.995114006514658,1.0,1
55,eco:b4192,2.6387195487736635e-07,0.09498003364369385,0.0011208310552214323,0.0011208310552214325,0.10363212313461273,0.10363212313461273,1.7008271449269616e-13,0.0024193548387096775,0.3333333333333333,0.0010761779764898404,3.421877880450574e-08,0.9674267100977199,1.0,2
56,eco:b2779,0.0199073724376991,0.15353036952550975,0.003028531619591553,0.0028657865841446198,0.18380161952742338,0.18380161952742338,0.000396277946485003,0.00967741935483871,0.5303030303030303,0.001035260027818275,0.0025823200907275196,0.9543973941368078,1.0,1
57,eco:b3729,0.00017335714133277064,0.12618004469531785,0.011849058204197549,0.011714799797972686,0.1547128554689024,0.1547128554689024,3.0607634136909205e-08,0.01129032258064516,0.7582417582417582,0.0015961802314273855,2.2421454754149323e-05,0.9641693811074918,1.0,1
58,eco:b4014,0.05437761932638613,0.16112638673247232,0.006317115371907874,0.007892642113594675,0.20408224839676217,0.20408224839676217,0.0029555574488173532,0.02338709677419355,0.4088669950738916,0.0019537232446304917,0.007052258872135597,0.9820846905537459,1.0,2
59,eco:b0063,6.963266932036291e-06,0.11361946004134708,0.0019017820854463738,0.0019667862555963413,0.1338574958801485,0.1338574958801485,5.3936401461338474e-11,0.007258064516129033,0.4722222222222222,0.0015782668026843786,8.987062673993068e-07,0.9723127035830619,1.0,2
60,eco:b2478,4.831481402845368e-07,0.0991444461049081,0.0014390225190495049,0.0014867124552024773,0.1089816500703593,0.1089816500703593,2.9298169451706784e-13,0.0016129032258064516,0.0,0.0007039212307426302,6.184498484111999e-08,0.9853420195439739,1.0,1
63,eco:b2222,0.0027912541783148017,0.1269553034445052,2.994089926840063e-06,3.237088529598097e-06,0.15100734614847405,0.15100734614847405,7.776237266962296e-06,0.0064516129032258064,0.7857142857142857,0.0008513618607432002,0.00036171151167900827,0.990228013029316,1.0,2
64,eco:b4040,8.12678725157846e-07,0.10171940795417833,0.016016577457051196,0.01602353250601473,0.11634448660658381,0.11634448660658381,8.502550361216977e-13,0.004032258064516129,0.2,0.001491819386520565,1.0464836710643384e-07,0.9674267100977199,1.0,1
65,eco:b0333,0.010888644683103483,0.1413609417924191,0.001234196479509983,0.0012821644110414688,0.17125597296967984,0.17125597296967984,0.00011847823112667498,0.008064516129032258,0.8,0.0009173735131563531,0.0014119687039647192,0.9723127035830619,1.0,2
67,eco:b3962,0.00042245129104621264,0.1372175480325314,0.0012979967381092333,0.0013807503354809404,0.16358292916760409,0.16358292916760409,1.7805273212262617e-07,0.007258064516129033,0.8333333333333334,0.000935283523828696,5.469681321501136e-05,0.988599348534202,1.0,2
68,eco:b3806,0.008142435735343042,0.14792126197434327,0.0002985904186240356,0.0003234550348886106,0.17848706848706583,0.17848706848706583,6.629138401576716e-05,0.008064516129032258,0.7111111111111111,0.0009858393324020237,0.0010561787705308258,0.9706840390879479,1.0,2
69,eco:b2530,0.009384829980052412,0.15309888407206554,0.0012754918132389151,0.0012670827254350422,0.18573491248894178,0.18573491248894178,8.801272528317138e-05,0.00967741935483871,0.8333333333333334,0.001118244435942592,0.0012169586900184137,0.9625407166123778,1.0,2
70,eco:b0088,2.5140453027352068e-08,0.08093314860319618,0.0012718371975084808,0.0014580614596385738,0.0864889985620536,0.0864889985620536,5.735148540196796e-14,0.0016129032258064516,0.0,0.0008806604356166956,3.2628542458969297e-09,0.9706840390879479,1.0,1
72,eco:b0072,0.0004406064514130824,0.12047226221513159,0.0011221328334504934,0.0011221328334504934,0.13778093770029257,0.13778093770029257,1.9410711902698897e-07,0.0032258064516129032,0.0,0.0008830671857364542,5.715188286612859e-05,0.9853420195439739,1.0,2
73,eco:b3412,2.539542687006988e-06,0.09151329142609417,3.9866958264989976e-05,4.13856995322277e-05,0.10227380851016951,0.10227380851016951,6.5901042323025625e-12,0.0024193548387096775,0.6666666666666666,0.0007369878271583741,3.2856753837973567e-07,0.9625407166123778,1.0,2
74,eco:b4039,2.4476655169616995e-05,0.11774985896208774,0.02095763752447398,0.020916517112053484,0.1375539536628248,0.1375539536628248,5.969319599310744e-10,0.00564516129032258,0.38095238095238093,0.001610922594005792,3.1635637741658225e-06,0.9592833876221498,1.0,2
75,eco:b2301,0.00020708263144822802,0.12388443916850621,0.0,0.0,0.14723069493230703,0.14723069493230703,4.265813978409327e-08,0.0032258064516129032,1.0,0.0004981249273844576,2.674532452291237e-05,0.9771986970684039,1.0,2
77,eco:b1300,2.7799357598463575e-06,0.1073502386703806,0.0009109662681917149,0.0008882145212741558,0.1212207080553861,0.1212207080553861,7.907356605338628e-12,0.0016129032258064516,0.0,0.00047861384856336716,3.5351060496859283e-07,0.9771986970684039,1.0,2
78,eco:b3475,2.128323959787195e-05,0.10855598410472184,9.763336717956728e-07,9.763336717956728e-07,0.12290102482642877,0.12290102482642877,4.5223847409760955e-10,0.0024193548387096775,0.3333333333333333,0.0006714276904644075,2.755426704581919e-06,0.9609120521172638,1.0,2
79,eco:b1832,0.0006985830768806837,0.12618004469531785,1.9617904408747575e-05,2.0436420118135334e-05,0.14569213492600497,0.14569213492600497,4.878662911447485e-07,0.004838709677419355,0.9333333333333333,0.0006944195297105602,9.060476269403632e-05,0.9657980456026058,1.0,2
80,eco:b3997,2.2559040333389996e-12,0.06446095441674533,0.006685932984456767,0.006685932984456767,0.07090299148042851,0.07090299148042851,1.5369476717988559e-13,0.0032258064516129032,0.3333333333333333,0.001335566428747471,2.373557471102688e-13,0.9495114006514658,1.0,2
82,eco:b2912,8.201023356503576e-05,0.11633256304757611,0.0,0.0,0.13322951018515616,0.13322951018515616,6.711094600176547e-09,0.0032258064516129032,1.0,0.0005580908758330695,1.0610081833397279e-05,0.9641693811074918,1.0,2
83,eco:b0344,1.1379379246492941e-05,0.11306208155812539,0.0011208310552214323,0.0011208310552214323,0.13212304608474032,0.13212304608474032,1.407699771596597e-10,0.0032258064516129032,0.5,0.0007649114357240491,1.4663978112709922e-06,0.9723127035830619,1.0,2
84,eco:b1638,2.3521199271279346e-11,0.007258064516129033,6.595676360575212e-06,6.595676360575212e-06,0.007258064516129033,0.007258064516129033,3.628761120514068e-12,0.007258064516129033,0.6388888888888888,0.0014309537056912116,8.809321457368546e-29,0.9723127035830619,0.010440835266821345,2
85,eco:b4323,6.373051627445999e-06,0.10132381336795139,0.002233200551953969,0.0022332005519539685,0.1113250112342853,0.1113250112342853,4.072141454815699e-11,0.0024193548387096775,0.3333333333333333,0.0010569452468235652,8.267877483868835e-07,0.9690553745928339,1.0,2
88,eco:b4386,5.406874624322727e-07,0.08080218881581237,0.0,0.0,0.08810716534151082,0.08810716534151082,4.1530873599897153e-13,0.0016129032258064516,1.0,0.0004967709825765823,6.981462700429229e-08,0.9706840390879479,1.0,2
90,eco:b4381,0.014334601566246465,0.15321632121147138,0.010573372351381694,0.010103291740313216,0.18184469428420777,0.18184469428420777,0.00020549461495072968,0.008064516129032258,0.6444444444444445,0.000982413921008379,0.001859560713926708,0.9869706840390879,1.0,2
91,eco:b4101,9.501649012230232e-13,0.06752637280347809,0.0,0.0,0.0712791140623089,0.0712791140623089,3.954522379398022e-14,0.0008064516129032258,0.0,0.0006250316130197407,9.978049355252039e-14,0.9853420195439739,1.0,2
92,eco:b0662,2.98100079569257e-11,0.07121809273330931,1.4388819852476847e-05,1.6014584255426228e-05,0.0776815096668039,0.0776815096668039,6.365840014319311e-14,0.0016129032258064516,0.0,0.0008439569546013592,3.6516076519759025e-12,0.9837133550488599,1.0,2
94,eco:b3992,1.5600054172582056e-05,0.10974890700697153,0.0,0.0,0.1192331615517107,0.1192331615517107,2.4304527767781437e-10,0.0008064516129032258,0.0,0.0003492745506695463,2.021963199674844e-06,0.9739413680781759,1.0,2
96,eco:b1912,2.0407457033685546e-08,0.07846392984916388,0.003354682496289932,0.003354682496289932,0.08835840549241265,0.08835840549241265,3.090809197155115e-13,0.0032258064516129032,0.5,0.000959483657365541,2.6363810496081334e-09,0.9788273615635179,1.0,1
97,eco:b0774,3.989897624311289e-08,0.08093314860319618,0.0022312478846103776,0.0022312478846103776,0.0888521730220024,0.0888521730220024,1.1535011747839346e-13,0.0024193548387096775,0.6666666666666666,0.0009498809443766328,5.1508178314765714e-09,0.9609120521172638,1.0,2
99,eco:b0087,7.877018459288638e-07,0.08966467638157483,0.0027627863722032428,0.002766696702505397,0.09726956096560012,0.09726956096560012,6.974480970020438e-13,0.0024193548387096775,0.0,0.001245926632725272,1.0220882758413967e-07,0.9739413680781759,1.0,1
100,eco:b3939,0.025527898425902005,0.1515117654255536,0.00512459428930387,0.006001046560228655,0.18693950762498848,0.18693950762498848,0.0006516587384163649,0.012903225806451613,0.38333333333333336,0.0015699993816782661,0.0033114660940732916,0.9495114006514658,1.0,2
101,eco:b0159,8.82370253060837e-05,0.11310476260061618,0.001238484159037061,0.001711174910732125,0.12967504941295332,0.12967504941295332,7.78403862556626e-09,0.0032258064516129032,0.16666666666666666,0.0006480044072839804,1.1444245506732932e-05,0.9657980456026058,1.0,2
102,eco:b0750,0.0002982395554465951,0.13195970761023224,0.0012836727178912497,0.0014296851982747941,0.15323052843213977,0.15323052843213977,8.862004283778397e-08,0.0032258064516129032,0.5,0.00048162000511167707,3.860864410786767e-05,0.9706840390879479,1.0,2
103,eco:b3128,0.005779980612057573,0.13541899034080554,0.0,0.0,0.15660159508949636,0.15660159508949636,3.341065001900741e-05,0.0016129032258064516,1.0,0.0003644596837315289,0.0007498124747419454,0.99185667752443,1.0,2
104,eco:b0104,0.0007956718400631578,0.1295910536890278,0.00040225012355127624,0.000352946807605207,0.15989041424525097,0.15989041424525097,6.317741416796531e-07,0.00967741935483871,0.7424242424242424,0.0010886369027625611,0.00010297011955095792,0.9755700325732899,1.0,2
105,eco:b0261,0.008419623836140838,0.14858146101117395,0.002239815914894087,0.0021878568475656853,0.17933518094808137,0.17933518094808137,7.088670049551045e-05,0.01129032258064516,0.6153846153846154,0.0013523498189886548,0.0010921748143310787,0.9462540716612378,1.0,2
107,eco:b2463,0.17812261662118722,0.1693215688776673,0.0019751043888637135,0.0017529622290377938,0.21715511415108177,0.21715511415108177,0.03172827744484088,0.029838709677419355,0.7357357357357357,0.00204951571366908,0.02310646316536099,0.9755700325732899,1.0,2
108,eco:b3073,6.677653900043861e-06,0.1105180804607275,0.0016129871344718117,0.0013556805007349146,0.13113302244350683,0.13113302244350683,5.9343338363686e-11,0.008064516129032258,0.7333333333333333,0.0012819569809408302,8.46306409671168e-07,0.9576547231270358,1.0,2
109,eco:b0888,0.0008223042398967755,0.11581542950484433,0.0011208310552214323,0.0011208310552214323,0.13020686526734998,0.13020686526734998,6.762849969594674e-07,0.0024193548387096775,0.3333333333333333,0.0007742561079270502,0.00010667801979847575,0.9755700325732899,1.0,2
110,eco:b3338,2.8079183784455984e-08,0.08226647889319941,0.0,0.0,0.09095311141373175,0.09095311141373175,2.0742329689046372e-13,0.0024193548387096775,1.0,0.0007303037889982808,3.474147242052559e-09,0.9690553745928339,1.0,2
111,eco:b2261,8.450311790281968e-10,0.07840233314903369,0.0010905670008343636,0.00108454398708636,0.08501825939978215,0.08501825939978215,5.673460294936227e-14,0.0016129032258064516,0.0,0.0009015162133643563,1.0664306288792128e-10,0.9657980456026058,1.0,2
112,eco:b0727,0.005275936847621443,0.1393555888972243,0.0031792601415991393,0.0032561856533929643,0.1712844256997456,0.1712844256997456,2.7766293018306696e-05,0.012096774193548387,0.45714285714285713,0.0013928279871649994,0.0006834771468410928,0.9657980456026058,1.0,2
113,eco:b2883,0.000148148510212827,0.11387856941430341,2.8693748946505207e-05,5.524137386312174e-05,0.1375096453725493,0.1375096453725493,2.2272771040630797e-08,0.007258064516129033,0.8333333333333334,0.0008622872854887694,1.9059747407404692e-05,0.9609120521172638,1.0,2
114,eco:b3634,0.0003514161091070573,0.13100765899826508,0.00013904971042097387,0.00016406434999733445,0.15554666211924117,0.15554666211924117,1.2331065009534988e-07,0.004032258064516129,0.6,0.0008307335060131805,4.554092183925056e-05,0.9592833876221498,1.0,1
115,eco:b0963,0.009020693455386544,0.15298162682105299,0.004260712234895911,0.0039443942565281906,0.18609232613264595,0.18609232613264595,8.13769951754132e-05,0.014516129032258065,0.49673202614379086,0.001673173635525421,0.0011702000851810694,0.9543973941368078,1.0,2
116,eco:b2260,2.8670666796897288e-11,0.07095666456578621,4.4423182066703115e-05,4.491134890260095e-05,0.07680826282878009,0.07680826282878009,5.6675926473796227e-14,0.0016129032258064516,0.0,0.0009235724504619455,3.5205660981633e-12,0.9820846905537459,1.0,2
117,eco:b0173,0.005862001473105253,0.14172872096926786,0.005544339410175662,0.005600392130228615,0.1635760341808702,0.1635760341808702,3.436566932568408e-05,0.0024193548387096775,0.3333333333333333,0.0006494614865001917,0.000760453383531052,0.9657980456026058,1.0,1
118,eco:b0642,0.0005916111898641898,0.12625980452129468,0.0,0.0,0.14436239164061662,0.14436239164061662,3.499393467187928e-07,0.0016129032258064516,1.0,0.00044230477654771234,7.673725297148119e-05,0.9853420195439739,1.0,1
119,eco:b2752,6.722592188194532e-09,0.08356282697783636,0.0,0.0,0.09187895437895469,0.09187895437895469,3.192264494047102e-13,0.0032258064516129032,1.0,0.0008537159369787757,7.938691891761971e-10,0.9804560260586319,1.0,2
120,eco:b3034,7.134996339269759e-05,0.12814992135544578,0.0,0.0,0.15193859791641917,0.15193859791641917,5.1118629912816345e-09,0.004838709677419355,1.0,0.00080675352299424,9.23854464244835e-06,0.9739413680781759,1.0,2
122,eco:b0414,0.00027013304013405454,0.12668689899747665,0.0065428059979843545,0.0071859418708670264,0.14591247238424565,0.14591247238424565,7.294829781885835e-08,0.0016129032258064516,0.0,0.00035590863342122356,3.5035509418855744e-05,0.9609120521172638,1.0,1
123,eco:b2206,1.2570821621855547e-06,0.09550988719446359,1.6272227863261214e-07,1.6272227863261214e-07,0.10820838435757754,0.10820838435757754,3.2522560973303015e-12,0.004838709677419355,0.9333333333333333,0.0009164846275940932,1.5848165445156837e-07,0.9657980456026058,1.0,2
124,eco:b1865,0.00031507448771876277,0.126553121913002,0.0,0.0,0.14647355556629651,0.14647355556629651,9.923468173165368e-08,0.0032258064516129032,1.0,0.0007246655464668091,4.086294833424452e-05,0.9657980456026058,1.0,2
126,eco:b2965,1.7141384968788813e-06,0.10229242612804106,0.001716550008158685,0.0017667265928590608,0.12276186850783674,0.12276186850783674,1.5412682757841725e-11,0.008870967741935484,0.5454545454545454,0.0015703153028747174,2.1443300135610337e-07,0.9674267100977199,1.0,2
127,eco:b3708,5.587250833356438e-12,0.06413668331992557,0.0,0.0,0.06875579984379186,0.06875579984379186,7.738859425371824e-14,0.0016129032258064516,1.0,0.0008128780217357295,6.542304839514994e-13,0.9592833876221498,1.0,2
128,eco:b3366,1.6907088756026267e-05,0.11057926411848396,0.00278580541019032,0.00278580541019032,0.12936968049871342,0.12936968049871342,2.8893274771193023e-10,0.0064516129032258064,0.4642857142857143,0.0011306857038250757,2.165292487083071e-06,0.9788273615635179,1.0,2
129,eco:b2400,0.0016668062866328156,0.14086248995253045,0.015456197970349065,0.015456112355032523,0.17415724956047252,0.17415724956047252,2.762743164378148e-06,0.012096774193548387,0.8380952380952381,0.0014836882680984266,0.00021531295972603527,0.9674267100977199,1.0,1
131,eco:b1189,0.0006834895808517758,0.13575646403671604,0.0004986209044114221,0.0004453289635765185,0.16176288541207667,0.16176288541207667,4.6584699776254413e-07,0.004838709677419355,0.8,0.0007065384136750786,8.8517411178715e-05,0.9788273615635179,1.0,2
